,Page URL,Name,Description,Amount
950,https://www.rockefellerfoundation.org/grant/grant-2015-225/,2015,"in support of a project to further advance its learning, monitoring and evaluation system and to present and promote work that demonstrates inclusive economies and resilience in an urban context at Habitat III, the UN Conference on Housing and Sustainable Urban Development, to be held in Quito, Ecuador, October 2016","$200,000"
951,https://www.rockefellerfoundation.org/grant/grant-2015-217/,2015,for use by its Centre on Global Health Security in support of planning activities to establish a West African Disease Surveillance Network in the wake of the Ebola crisis,"$1,000,000"
952,https://www.rockefellerfoundation.org/grant/grant-2015-450/,2015,"in general support of its mission to beat HIV/AIDS through grant-making, advocacy, and communications programs","$250,000"
953,https://www.rockefellerfoundation.org/grant/grant-2015-451/,2015,in support of bringing arts programming to Brooklyn’s public housing communities through its Public Exchange Series,"$101,550"
954,https://www.rockefellerfoundation.org/grant/grant-2015-481/,2015,in support of a project to produce a series of knowledge publications and facilitate related roundtables to disseminate best practices and insights based on Smart Power Rural Development’s work in India on implementing mini-grids in rural communities and using the mini-grid model to spur global economic development through energy access,"$392,894"
955,https://www.rockefellerfoundation.org/grant/grant-2015-453/,2015,"toward the costs of producing a newly reimagined production of ""George Balanchine’s A Midsummer Night’s Dream"" as the cornerstone production of its 30th Anniversary Season","$50,000"
956,https://www.rockefellerfoundation.org/grant/grant-new-venture-fund-2015-6/,New Venture Fund 2015,"for use by its R3ADY Asia-Pacific project toward the costs of an effort to help the tourism economy in Phuket, Thailand respond to disasters and build resilience","$150,000"
957,https://www.rockefellerfoundation.org/grant/grant-2015-391/,University of Oxford 2015,for use by its Oxford Internet Institute in support of researching the viability of a micro-levy on data to fund solutions to critical social challenges,"$244,876"
958,https://www.rockefellerfoundation.org/grant/grant-2015-503/,2015,"in support of generating and sharing insights from diverse, global journalists and editors around social and environmental themes and issues that may impact poor and vulnerable people in years that lie ahead","$151,850"
959,https://www.rockefellerfoundation.org/grant/grant-harvard-university-2015-14/,Harvard University 2015,for use by its T.H. Chan School of Public Health in support of activities to launch a new field of “Planetary Health” in order to yield better solutions to health challenges in the 21st century,"$3,911,050"
960,https://www.rockefellerfoundation.org/grant/grant-2015-461/,2015,for use by the Sun Valley Institute for Resilience in general support of its mission,"$250,000"
961,https://www.rockefellerfoundation.org/grant/grant-2015-425/,2015,for use by its Social Innovation Lab at the School of Global Studies in support of a series of roundtables and workshops culminating in a high-level event that will seek to advance the conversation around strategic philanthropy while celebrating the Rockefeller Foundation’s 100 years in Thailand,"$149,991"
962,https://www.rockefellerfoundation.org/grant/grant-2015-466/,2015,"for use by its project, the Natural Capital Coalition, in support of strengthening the natural capital community by standardizing a framework for businesses to measure and value their direct and indirect impacts and dependencies on natural resources","$700,000"
963,https://www.rockefellerfoundation.org/grant/grant-africa-greenco-2015-2/,Africa GreenCo 2015,in support of developing a feasibility assessment for a new public-private partnership that catalyzes private sector investment in African energy projects,"$549,600"
964,https://www.rockefellerfoundation.org/grant/grant-2015-440/,2015,"in support of surfacing new learnings on urban food resilience in order to identify best practices in food system efficiency and resilience, and develop a set of recommendations for city leaders","$175,000"
965,https://www.rockefellerfoundation.org/grant/grant-climate-policy-initiative-inc-2015-3/,"Climate Policy Initiative, Inc. 2015","in support of the analysis, development, and deployment of a new investment vehicle to provide low-cost capital for renewable energy projects","$499,809"
966,https://www.rockefellerfoundation.org/grant/grant-urban-institute-2015-5/,Urban Institute 2015,in support of conducting a baseline assessment and evaluation of progress toward impact of the U.S. Department of Housing and Development’s National Disaster Resilience Competition and the Foundation’s Resilience Academies,"$150,000"
967,https://www.rockefellerfoundation.org/grant/grant-2015-464/,2015,toward the costs of developing definitions and standards that verify the green credentials of a bond and encourage investment in climate change adaptation and mitigation,"$300,000"
968,https://www.rockefellerfoundation.org/grant/grant-2015-499/,2015,in support of developing a resource for social sector leaders and grantmakers on how to meaningfully engage the private sector as a key stakeholder in a network of actors working to address complex social challenges,"$150,000"
969,https://www.rockefellerfoundation.org/grant/grant-2015-492/,2015,toward the costs of activities to launch a new field of “Planetary Health” in order to yield better solutions to health challenges in the 21st century,"$800,000"
970,https://www.rockefellerfoundation.org/grant/grant-stanford-university-2015-5/,Stanford University 2015,for use by its Natural Capital Project in support of developing a global science and technology platform to mainstream accounting for natural capital into policies and markets affecting human wellbeing,"$400,000"
